CSD_code;Electronic_E;Dispersion_E;Dipole_M;Metal_q;HL_Gap;HOMO_Energy;LUMO_Energy;Polarizability
NEZZEA;-3293.873984;-0.148269;3.374700;0.352500;0.116380;-0.210430;-0.094050;398.083594
MUNFOR;-3347.435448;-0.149923;6.857100;0.090020;0.140920;-0.201580;-0.060660;401.903501
YACDUC;-1955.896348;-0.192869;2.584900;1.296850;0.124690;-0.181580;-0.056890;449.506700
TUYNOQ;-2052.943587;-0.130698;6.121500;1.388740;0.148750;-0.201440;-0.052690;344.229271
FEXSEI;-3503.401887;-0.189676;6.252000;0.486650;0.110690;-0.218530;-0.107840;497.094150
BIJLEM;-2959.194317;-0.116658;4.218200;0.269500;0.126300;-0.192770;-0.066470;294.333127
UPOPEW;-1127.131774;-0.064012;2.116800;1.185290;0.157970;-0.207730;-0.049760;185.755234
IBEGIG;-3470.859621;-0.159809;2.457700;1.037220;0.187360;-0.240620;-0.053260;485.189086
FAPCIJ;-2878.552541;-0.273601;6.138400;1.363150;0.111950;-0.195760;-0.083810;600.000476
DETTIF;-2012.778279;-0.134043;1.389600;0.595520;0.108040;-0.160230;-0.052190;324.791660
NEXTIT;-860.095610;-0.095125;3.213300;1.553610;0.129740;-0.162850;-0.033110;240.295525
LISHAW;-4346.762187;-0.251203;7.025400;1.531050;0.130850;-0.229890;-0.099040;613.445204
SIMHUT;-2650.405433;-0.269103;5.092800;1.835570;0.101870;-0.173150;-0.071280;616.931322
SUPNAT;-517.190442;-0.046268;4.336600;1.018040;0.185790;-0.221590;-0.035800;159.923270
COFMOB;-1688.826863;-0.106710;5.170500;0.555230;0.128510;-0.161860;-0.033350;292.955511
ENUTEO;-3295.769094;-0.128108;12.581600;0.504840;0.103120;-0.233800;-0.130680;349.031361
EZIWAM;-2607.014349;-0.118578;3.433700;0.390380;0.125820;-0.194720;-0.068900;316.364810
WENCOI;-2811.349766;-0.137817;10.529100;0.424190;0.105200;-0.162600;-0.057400;330.382411
PAQRAB;-2791.094119;-0.258198;5.046100;0.913750;0.074020;-0.142830;-0.068810;573.925539
MUQLAL;-1925.940528;-0.088117;1.454700;0.569710;0.086860;-0.165620;-0.078760;273.884508
HAZYAJ;-2119.561486;-0.136622;5.467000;0.874320;0.133660;-0.161830;-0.028170;355.129875
ZAFWIM;-2704.309998;-0.125233;4.407200;0.139900;0.095400;-0.196130;-0.100730;299.442547
QIBWIJ;-1705.105093;-0.182041;4.640100;2.085050;0.096980;-0.181560;-0.084580;477.866620
NAWLOM;-3616.089519;-0.203442;9.615100;1.598160;0.100550;-0.205110;-0.104560;513.922669
TIKHAY;-2726.236068;-0.177582;9.268600;1.062990;0.063750;-0.186890;-0.123140;561.723579
DUGPIE;-1850.517453;-0.122797;3.874900;0.682880;0.116670;-0.188790;-0.072120;333.562324
ROCNEE;-2744.971369;-0.309121;1.621000;1.660400;0.166800;-0.202070;-0.035270;716.055595
ICEFIG;-2508.431135;-0.178228;1.092700;0.911790;0.146040;-0.202540;-0.056500;438.258256
BUNTOU;-3483.424240;-0.193321;4.946200;0.854570;0.152530;-0.212150;-0.059620;464.636863
MAZJON;-3097.234833;-0.105206;4.054800;0.639370;0.138710;-0.197220;-0.058510;281.277853
PAQQOO;-2732.977426;-0.214810;4.349900;0.968360;0.072290;-0.143350;-0.071060;503.407583
ICERAJ;-2815.172565;-0.118708;4.561000;0.305030;0.118700;-0.217190;-0.098490;326.976769
SOFDIA;-2215.812118;-0.180350;6.941800;1.626620;0.146600;-0.195230;-0.048630;449.867831
YUYNUD;-2745.949490;-0.177452;7.076900;0.934720;0.113980;-0.183170;-0.069190;461.094935
NEFNER;-3033.660362;-0.186895;13.051600;1.287170;0.121260;-0.215420;-0.094160;460.293656
CEQWEC;-843.404774;-0.108430;8.874100;1.500130;0.131700;-0.234590;-0.102890;265.503161
DUKMED;-2326.420278;-0.127789;0.171300;0.921080;0.108450;-0.190240;-0.081790;361.017397
KILHES;-2543.779499;-0.173478;2.484900;1.046850;0.133860;-0.207060;-0.073200;463.901931
IDOZEI;-3402.329141;-0.104397;5.431900;0.045220;0.103230;-0.214630;-0.111400;292.581627
TADKIS;-3033.619032;-0.188923;1.352700;1.263950;0.126900;-0.193710;-0.066810;464.043585
VIZWEG;-1382.984932;-0.127342;0.454200;1.419090;0.090320;-0.131250;-0.040930;316.805637
FICBUP;-2351.057006;-0.163843;4.348400;0.816960;0.125120;-0.210520;-0.085400;376.242033
FAJMUY;-3390.887317;-0.208575;3.440900;1.170210;0.123000;-0.217000;-0.094000;553.328094
OLUYOJ;-1759.949163;-0.214340;9.502700;1.656890;0.136990;-0.196500;-0.059510;500.951742
CEZLEZ;-1391.789506;-0.092731;4.643100;0.702150;0.125550;-0.185800;-0.060250;277.053442
GUDTEE;-2236.308178;-0.151415;4.103400;1.007440;0.099730;-0.177920;-0.078190;382.376896
SERSIR;-1696.100247;-0.065192;7.173800;1.512530;0.144550;-0.215350;-0.070800;216.512051
UCOJON;-3318.804363;-0.141515;5.101100;0.978230;0.126510;-0.211440;-0.084930;373.435451
EMOLEX;-2832.926221;-0.179890;1.517500;0.812620;0.107140;-0.185500;-0.078360;472.412832
NAGZAX;-1511.647606;-0.110319;1.494000;2.101270;0.162720;-0.215750;-0.053030;323.665824
IMACOO;-3978.827926;-0.277204;5.570000;1.201220;0.110590;-0.200290;-0.089700;652.444680
VURDUH;-2176.263916;-0.048184;3.988900;0.248730;0.143400;-0.229530;-0.086130;159.852974
GIKGUC;-2121.888116;-0.135208;0.663400;-0.549010;0.096630;-0.092500;0.004130;337.984804
TERCID;-1901.977653;-0.124461;3.728500;0.808200;0.127980;-0.208020;-0.080040;307.530613
BABVEH;-2677.574003;-0.186293;1.275600;1.010630;0.125870;-0.172940;-0.047070;452.662878
NAZDIB;-1400.570106;-0.156484;1.752000;1.413850;0.135470;-0.192070;-0.056600;384.271037
KARPEA;-4825.123234;-0.219436;3.128600;0.921180;0.096510;-0.189800;-0.093290;604.582408
EWAQIC;-1763.482797;-0.130804;3.690600;1.043210;0.151000;-0.183960;-0.032960;308.463998
QOSLAM;-2251.212422;-0.050397;3.550800;0.340970;0.078280;-0.186830;-0.108550;176.727903
QIYDAE;-4328.660108;-0.132270;3.518100;0.562210;0.071350;-0.159870;-0.088520;346.581499
VUMLIA;-2586.208895;-0.159440;3.281800;0.334850;0.084210;-0.283100;-0.198890;387.771114
NIWBUT;-2420.216776;-0.290864;5.996100;1.842380;0.091810;-0.175010;-0.083200;670.226467
UGAZIM;-2241.615565;-0.135742;6.393100;0.853170;0.115440;-0.195440;-0.080000;359.811855
XURREH;-3158.183838;-0.259654;2.931700;1.125180;0.143700;-0.192370;-0.048670;613.310165
YEZZUA;-1821.223851;-0.111513;2.856200;1.354400;0.100220;-0.182920;-0.082700;318.738931
HABHOH;-2600.174624;-0.133712;3.212600;0.531910;0.116800;-0.186050;-0.069250;369.346512
RITSAR;-1537.109583;-0.133033;3.805900;1.072360;0.147790;-0.185210;-0.037420;309.937073
TUMVED;-1156.530452;-0.146821;8.799900;1.474280;0.114330;-0.215860;-0.101530;357.941681
WEVFAF;-3016.358103;-0.223290;5.374300;0.652210;0.089500;-0.174000;-0.084500;502.803158
NENBAM;-2563.009399;-0.168516;2.057000;0.345830;0.088490;-0.143880;-0.055390;389.888141
LASYEJ;-2112.047453;-0.199070;0.027000;1.769210;0.079520;-0.175120;-0.095600;496.792282
FUFCOY;-11471.487529;-0.052084;7.897600;0.190490;0.109970;-0.247500;-0.137530;198.259178
WOFCIG;-1755.116665;-0.175926;0.759300;1.707550;0.114710;-0.180540;-0.065830;431.870094
BOLYIL;-2925.914760;-0.198688;3.685800;0.383790;0.100090;-0.172380;-0.072290;427.722957
MOGPUU;-4393.999793;-0.315375;13.472900;1.791230;0.105860;-0.202880;-0.097020;699.406075
MUQMIV;-2794.412290;-0.147004;3.971100;1.313410;0.121650;-0.184560;-0.062910;383.035107
MENWUA;-2581.214282;-0.037213;8.530600;0.678320;0.207940;-0.108870;0.099070;156.252533
GUKQUA;-4350.855388;-0.251208;10.211700;0.953650;0.146330;-0.210690;-0.064360;596.750983
JUQQAN;-2735.677322;-0.130090;6.768100;0.415910;0.149690;-0.216680;-0.066990;340.717406
DOGMUK;-2855.336877;-0.242128;4.944800;0.967700;0.118160;-0.159880;-0.041720;563.773278
LAPDAK;-1548.256980;-0.114679;3.325200;1.063100;0.103170;-0.183100;-0.079930;303.652527
DEJHIJ;-3120.903819;-0.199416;3.858900;0.496250;0.113610;-0.158100;-0.044490;474.301937
VEWNOA;-2234.420962;-0.103570;3.374200;-0.173230;0.121260;-0.157340;-0.036080;264.860661
RANTOP;-3573.589246;-0.185113;12.842000;0.751870;0.094680;-0.187120;-0.092440;473.277479
NODZAI;-2011.446533;-0.128180;4.168200;0.808920;0.119900;-0.199100;-0.079200;315.686870
TISWEA;-6339.061946;-0.121030;4.995200;0.653290;0.106240;-0.186140;-0.079900;313.069634
WIYJOD;-2036.743550;-0.116097;4.138000;0.855540;0.135650;-0.207020;-0.071370;282.966829
YOJXOL;-2889.488133;-0.216030;3.109200;1.043660;0.181780;-0.216600;-0.034820;515.024314
KUQCUW;-2101.049047;-0.189955;2.494300;2.119020;0.110330;-0.175270;-0.064940;471.478532
QEZJAH;-1656.345129;-0.061371;0.633000;0.480120;0.105360;-0.344370;-0.239010;184.144054
WOPYAC;-1785.802628;-0.083904;5.736900;1.006650;0.139010;-0.184840;-0.045830;247.881332
EQOLIG;-2165.695225;-0.123607;2.333900;0.817480;0.136340;-0.200960;-0.064620;328.547037
QATFOI;-2344.016340;-0.099220;3.130800;0.833860;0.095720;-0.185730;-0.090010;302.440215
IYIMIN;-2515.251381;-0.146210;1.779700;0.212320;0.107460;-0.143570;-0.036110;357.641928
GOCJAJ;-2549.797437;-0.149785;5.948300;0.911500;0.082620;-0.152930;-0.070310;372.822830
YOHRAO;-2243.756255;-0.148569;3.851300;0.188330;0.100010;-0.169610;-0.069600;338.030887
ZEBRAZ;-2948.039743;-0.147967;4.420000;0.575640;0.147520;-0.195630;-0.048110;366.356131
UVEYIF;-2630.775368;-0.228884;3.584300;1.864250;0.124380;-0.185930;-0.061550;558.158873
JUGFUO;-2565.235373;-0.195617;6.851800;1.015490;0.140050;-0.097550;0.042500;463.723331
JOHQOO;-2126.937000;-0.142616;3.609200;0.872070;0.108610;-0.186770;-0.078160;349.627040
GEZQOU;-8211.611038;-0.251229;5.716200;0.833080;0.098670;-0.163460;-0.064790;607.860859
MAJXAX;-2029.463764;-0.099432;4.254100;0.808520;0.103550;-0.189620;-0.086070;271.090562
NUWDUE;-2875.236409;-0.152309;14.954300;1.254080;0.108500;-0.209460;-0.100960;397.686670
GARVOL;-1970.946326;-0.113376;4.154800;0.768120;0.094600;-0.176890;-0.082290;312.325225
JANXIG;-3050.998603;-0.222822;1.242100;0.675970;0.119950;-0.178190;-0.058240;496.049881
LENQEC;-1604.765119;-0.173775;1.087600;1.995010;0.139720;-0.170920;-0.031200;434.590206
OGIGOC;-3284.710115;-0.171255;7.197300;0.422210;0.102750;-0.207790;-0.105040;410.190717
OZIHUC;-3200.562634;-0.179634;3.187200;0.699610;0.125740;-0.183740;-0.058000;451.492711
TIZZUX;-1918.173992;-0.149032;10.548900;0.651030;0.066100;-0.144530;-0.078430;413.649338
RAYJEI;-2589.246199;-0.146876;3.486900;0.911630;0.115950;-0.203520;-0.087570;390.748551
KILKIZ;-2312.839575;-0.064632;5.524000;0.288980;0.146950;-0.225760;-0.078810;184.911585
WUBKAH;-1812.609604;-0.100438;1.659800;1.224540;0.123760;-0.161720;-0.037960;270.795699
KOKFEW;-1979.945811;-0.113795;6.244400;1.186480;0.120740;-0.185600;-0.064860;312.651956
KENMUM;-3135.489749;-0.182225;2.341900;0.791920;0.127890;-0.170340;-0.042450;505.679002
ZAVDUV;-2209.510812;-0.159013;0.723300;0.984620;0.124980;-0.190660;-0.065680;437.084311
YAMKEF;-1967.265335;-0.105070;5.807500;0.749260;0.106750;-0.184370;-0.077620;296.764693
XEPCEA;-2112.852638;-0.123942;4.230700;0.856390;0.136200;-0.207690;-0.071490;304.781452
LOQBUP;-2629.856190;-0.142452;4.700100;0.858750;0.123280;-0.209160;-0.085880;399.035600
FEQWIH;-2740.617358;-0.227879;6.907700;1.735760;0.079220;-0.181740;-0.102520;620.182308
XEPBOK;-2465.194462;-0.074106;4.434400;0.309450;0.135170;-0.222980;-0.087810;224.081334
RAQXIQ;-2677.213434;-0.176714;3.252900;0.268940;0.106800;-0.172930;-0.066130;418.153095
GINXAC;-1779.044984;-0.095322;3.898600;1.126930;0.112430;-0.192310;-0.079880;257.457611
QOSJEN;-3327.707423;-0.258509;2.290300;1.464620;0.123060;-0.198270;-0.075210;583.208770
PAXJON;-2116.219468;-0.203005;1.499700;1.136040;0.106760;-0.171710;-0.064950;524.889031
MIBDIN;-2858.354190;-0.221182;1.085200;0.743400;0.102520;-0.165120;-0.062600;545.853306
QOPYEZ;-2187.596167;-0.120199;3.451900;1.108500;0.111220;-0.189370;-0.078150;318.972921
YOJJIR;-3520.938644;-0.108353;3.414100;0.075130;0.108590;-0.219390;-0.110800;335.616476
ATITAA;-1831.658057;-0.225062;3.115200;1.650700;0.110560;-0.168700;-0.058140;514.360195
RETVAN;-2354.615160;-0.202270;2.993400;0.959650;0.090050;-0.175640;-0.085590;510.354450
MOSQAM;-2434.244077;-0.131693;3.347200;0.373950;0.135420;-0.189410;-0.053990;324.669103
NINKEB;-1628.118950;-0.079895;4.485100;0.741560;0.144290;-0.223410;-0.079120;227.085317
CCPZRA;-660.496326;-0.043220;4.042800;0.206510;0.078230;-0.149970;-0.071740;145.493236
AZORIQ;-2167.253255;-0.273979;6.128100;1.851810;0.079160;-0.169250;-0.090090;594.435308
ATIVAC;-3130.029966;-0.127665;2.212800;0.934980;0.095840;-0.209410;-0.113570;404.924282
CESSOK;-2787.619825;-0.276687;6.613400;1.998370;0.083390;-0.149860;-0.066470;648.869054
KUQCOQ;-2030.607159;-0.184027;4.581700;2.015530;0.129890;-0.199980;-0.070090;483.153245
WEYTOK;-2235.069940;-0.152055;3.414000;1.175890;0.097790;-0.176840;-0.079050;395.864063
LEBYOH;-2302.363593;-0.141104;5.180700;1.493670;0.182970;-0.197140;-0.014170;359.012272
NONMIO;-2586.323909;-0.210669;2.452600;0.929570;0.124040;-0.185490;-0.061450;491.071209
PAYLEH;-2352.410267;-0.087601;5.412900;0.416470;0.157150;-0.216310;-0.059160;238.591786
FURCIF;-1894.679419;-0.113209;2.951600;0.732580;0.118470;-0.179280;-0.060810;302.734395
QUMWOK;-2719.341006;-0.147598;7.812800;0.529390;0.108300;-0.175560;-0.067260;356.942099
VINGEF;-1871.750012;-0.057323;8.648200;0.746620;0.150940;-0.069120;0.081820;169.794275
NIYSUK;-1853.838763;-0.176020;3.436400;1.908860;0.125130;-0.205190;-0.080060;459.007702
REKXAG;-2660.316868;-0.211098;9.793700;0.914910;0.081400;-0.158170;-0.076770;484.335347
ZIHKIM;-1462.525879;-0.184082;12.866000;1.852960;0.142740;-0.208960;-0.066220;443.090591
GANCOQ;-1349.990719;-0.116455;0.032600;1.564250;0.033400;-0.165410;-0.132010;303.579143
KILYIN;-1947.178375;-0.111476;6.897500;0.798860;0.110740;-0.224740;-0.114000;327.030853
YOBYET;-3619.153023;-0.418053;0.486300;2.164190;0.025860;-0.139290;-0.113430;971.899471
XIWVIJ;-2005.400066;-0.079507;2.626500;0.457410;0.102630;-0.170980;-0.068350;218.734491
WOFYEW;-2159.610015;-0.143957;4.354200;0.984840;0.126880;-0.146480;-0.019600;379.638434
MOWHOV;-2624.457840;-0.201672;3.205500;1.164500;0.082600;-0.177240;-0.094640;492.127211
ASASIX;-1982.319680;-0.199691;4.000300;1.298840;0.098380;-0.173640;-0.075260;488.483683
HIKBAG;-1936.300444;-0.072249;5.499000;0.953070;0.171510;-0.249400;-0.077890;209.629741
QOJKUX;-1413.153668;-0.104626;3.950600;1.086870;0.149160;-0.187490;-0.038330;264.024112
VAXQER;-2520.319465;-0.185822;4.742500;0.955100;0.125690;-0.156670;-0.030980;444.109467
UVOMEY;-3090.181671;-0.240341;3.062700;1.150200;0.105990;-0.177980;-0.071990;545.391138
SOHRAK;-3341.212673;-0.084233;6.459000;0.196900;0.116810;-0.224960;-0.108150;271.079302
TIZLAQ;-2492.059583;-0.169020;0.645800;0.896950;0.116710;-0.187340;-0.070630;436.513494
MELFOB;-2327.644164;-0.101741;5.979000;0.906010;0.118730;-0.196740;-0.078010;286.063709
YIVZAF;-3555.891770;-0.201047;3.255400;0.886010;0.099890;-0.191440;-0.091550;521.798457
IMUCUO;-2160.033224;-0.156825;6.498700;1.085830;0.131590;-0.178610;-0.047020;372.149681
VOHYEY;-3058.375004;-0.106153;8.353800;0.315970;0.124080;-0.224780;-0.100700;288.074824
NARPOL;-2216.343179;-0.167674;4.629200;0.797950;0.137610;-0.220150;-0.082540;391.685909
GATMUK;-3088.825040;-0.179848;4.597200;0.648290;0.137040;-0.223970;-0.086930;420.518160
XOWLAW;-1716.139446;-0.076713;3.198100;0.814150;0.166480;-0.182130;-0.015650;210.392781
RUDSUF;-2704.733466;-0.177928;0.855600;1.197010;0.146210;-0.203510;-0.057300;415.056019
JILLOI;-1780.514816;-0.160002;4.039800;1.609320;0.142610;-0.175790;-0.033180;372.572471
RIRPAK;-2560.683748;-0.305298;7.381600;1.931450;0.129750;-0.174640;-0.044890;670.831326
RINTAK;-2824.404557;-0.101165;7.861500;0.488100;0.127200;-0.220240;-0.093040;290.590153
EQULIM;-3958.916775;-0.152610;10.806800;0.035300;0.083640;-0.221050;-0.137410;418.726657
SIKXIV;-3202.756933;-0.266021;2.974400;1.102350;0.123650;-0.200640;-0.076990;648.733286
GAMFOS;-3194.827709;-0.256433;4.785000;0.782890;0.080010;-0.148970;-0.068960;587.300266
POSCEI;-2286.701013;-0.119625;1.396000;0.375310;0.098090;-0.174950;-0.076860;308.469922
LIPKIE;-2271.222363;-0.212042;0.157000;1.240710;0.114600;-0.050190;0.064410;543.041826
IHEHUY;-2954.364472;-0.083997;3.246800;0.159100;0.121530;-0.225680;-0.104150;247.751357
OHOHUO;-4293.169258;-0.243863;8.962500;0.432000;0.133250;-0.209280;-0.076030;613.281603
XUWSAK;-3936.039996;-0.241930;4.660500;0.573480;0.110820;-0.191570;-0.080750;599.226686
KEMBEL;-3807.270533;-0.333478;8.714500;0.936280;0.096850;-0.183830;-0.086980;761.057429
CUCCIO;-2611.069719;-0.292030;5.512800;1.835870;0.134960;-0.170580;-0.035620;697.442544
NUWWAD;-3197.513687;-0.199082;2.368900;0.773630;0.125290;-0.207950;-0.082660;516.746816
WOFYOG;-2158.661717;-0.145532;4.251500;0.652530;0.127040;-0.152690;-0.025650;378.077137
PUQZIK;-2282.958616;-0.160607;4.532400;1.240810;0.143810;-0.197530;-0.053720;394.661504
WABQUL;-1952.599412;-0.121153;1.597700;0.821330;0.123660;-0.187130;-0.063470;308.637341
WEYBAE;-3967.797680;-0.200344;6.430400;0.501630;0.131170;-0.187060;-0.055890;499.059700
CUKNEB;-3105.229757;-0.069361;10.058500;0.514890;0.135670;-0.255990;-0.120320;225.686759
EMUZAN;-994.242360;-0.093304;3.776200;1.277080;0.117450;-0.144930;-0.027480;249.648674
IQAKAM;-2534.610509;-0.064083;7.346900;0.260630;0.118550;-0.235610;-0.117060;188.942717
JAKKIQ;-2506.919405;-0.171297;6.764300;1.039520;0.116380;-0.172800;-0.056420;450.751296
MIPXUF;-2202.281844;-0.131359;5.370000;0.844280;0.126220;-0.194270;-0.068050;350.741298
HIQBUG;-4259.109482;-0.161707;3.104700;0.516380;0.104210;-0.224000;-0.119790;434.643695
ALIMEO;-2195.734938;-0.108787;1.234200;0.825780;0.125140;-0.183290;-0.058150;294.995713
DOGMIY;-3395.841923;-0.314002;10.731400;0.905040;0.102590;-0.152870;-0.050280;710.786519
PIVTAQ;-1892.224734;-0.100768;4.481600;0.816560;0.114430;-0.196070;-0.081640;286.055554
USEGUV;-1853.013297;-0.101353;11.072100;0.768440;0.139810;-0.233790;-0.093980;264.790967
TOJHUW;-1962.700129;-0.231438;6.119900;2.039010;0.140530;-0.173220;-0.032690;516.392481
LISXEQ;-2772.089076;-0.067848;4.815100;-0.002910;0.125880;-0.241420;-0.115540;214.035039
ILUBOG;-2218.197846;-0.096928;9.301400;0.867150;0.167300;-0.216740;-0.049440;264.329884
QAVGOJ;-2612.085852;-0.065656;6.644900;0.527540;0.123990;-0.218190;-0.094200;229.819537
KOXXEA;-2624.513148;-0.112201;5.714500;0.057230;0.107960;-0.203580;-0.095620;270.734473
KIVBOG;-5046.052009;-0.112458;2.551700;0.248080;0.128080;-0.258790;-0.130710;328.146571
WISKUG;-2299.645728;-0.122867;1.257100;0.899350;0.107600;-0.187760;-0.080160;355.441304
NOSGEH;-2741.224625;-0.126025;5.170300;0.111240;0.105450;-0.194940;-0.089490;300.222937
WEBVOR;-3469.407467;-0.200537;9.840900;0.826150;0.103880;-0.202490;-0.098610;470.426049
XUHRUP;-2220.381559;-0.097647;4.633800;0.948940;0.161580;-0.213050;-0.051470;267.908298
TEJPIK;-2722.209078;-0.233488;1.732900;1.695170;0.076450;-0.160330;-0.083880;606.423332
HOPMUU;-2637.054644;-0.137687;3.586900;0.851800;0.057730;-0.167310;-0.109580;338.755466
MITRUC;-2708.476193;-0.110161;6.725600;0.206500;0.114190;-0.171090;-0.056900;287.759703
DOBWIB;-1338.116120;-0.156271;4.416700;1.835140;0.099340;-0.162370;-0.063030;371.088405
VIVMOC;-5779.131272;-0.075586;5.598000;0.951490;0.133690;-0.212790;-0.079100;218.764515
PUHYIA;-2620.754416;-0.112908;5.692900;-0.539460;0.107750;-0.215420;-0.107670;354.618038
WIVYAE;-3311.734340;-0.171098;5.560700;0.538300;0.116070;-0.197130;-0.081060;443.006866
HINNIB;-1224.261512;-0.139884;2.280600;1.390280;0.093790;-0.159860;-0.066070;350.780348
YETQOD;-4433.766456;-0.236130;16.939700;0.306130;0.092880;-0.211930;-0.119050;550.855150
TEKVAI;-1683.484870;-0.099985;4.587800;0.392930;0.098080;-0.152760;-0.054680;280.549834
BOQBOZ;-2313.026616;-0.117194;1.110200;0.905190;0.154420;-0.208340;-0.053920;324.043780
HITXUG;-3804.828501;-0.212180;2.068600;0.919900;0.110670;-0.204420;-0.093750;512.637254
JIXYOF;-2456.394080;-0.192122;4.706500;1.463800;0.124160;-0.188340;-0.064180;452.262457
HUNMEI;-1897.233905;-0.200791;2.887000;1.977770;0.118290;-0.163610;-0.045320;508.655111
YADDUF;-3172.671119;-0.066861;7.229500;0.062410;0.131340;-0.250080;-0.118740;218.091683
QENKAW;-2301.861983;-0.116774;1.043900;0.988060;0.111970;-0.173220;-0.061250;335.796610
VOGGAB;-3191.269289;-0.214056;5.224300;1.090500;0.122460;-0.208660;-0.086200;535.497537
JIQMAX;-3317.444641;-0.153123;3.768900;0.111200;0.067300;-0.174140;-0.106840;413.759544
JOCHUF;-1883.878646;-0.114342;2.185400;1.056430;0.123320;-0.191100;-0.067780;295.999897
TEDRIF;-1916.557896;-0.197134;3.535700;2.018170;0.125720;-0.188490;-0.062770;516.049621
TISVUP;-2268.859247;-0.137637;4.010700;0.810420;0.115290;-0.188390;-0.073100;346.237209
CIWSEH;-1769.146257;-0.128761;4.667500;1.750810;0.174200;-0.203230;-0.029030;329.798192
WIFVUE;-2309.111338;-0.286755;11.578600;1.821140;0.132150;-0.196870;-0.064720;646.708108
SOTROJ;-3684.531393;-0.303691;3.689500;1.585720;0.157670;-0.201620;-0.043950;721.286557
HIDYAV;-2737.665334;-0.071275;5.716200;0.018920;0.137180;-0.237260;-0.100080;209.101348
POKCEZ;-2693.219053;-0.176414;8.162100;1.851290;0.118860;-0.213870;-0.095010;547.907133
OBAREO;-2675.681782;-0.129342;5.810400;0.724480;0.083380;-0.176490;-0.093110;349.394270
NEXTOZ;-1321.954581;-0.148602;4.829600;1.627600;0.113960;-0.167620;-0.053660;365.899521
WEBVUX;-2686.034056;-0.203420;1.635700;0.629210;0.097810;-0.147840;-0.050030;480.159370
IHOSAA;-2269.006448;-0.081010;6.598200;0.565320;0.112930;-0.201550;-0.088620;238.365471
RERQOU;-1895.981725;-0.112425;4.088200;0.812690;0.121360;-0.194710;-0.073350;291.416891
LAFSIU;-2042.655301;-0.067655;3.771700;0.359610;0.106970;-0.181930;-0.074960;201.805715
DAVLAO;-3089.935374;-0.080907;6.625300;0.321070;0.101620;-0.215470;-0.113850;255.817884
LETYOZ;-3467.747867;-0.184469;2.677600;0.545990;0.106680;-0.207030;-0.100350;487.064840
MEXXES;-1655.313525;-0.130787;3.546200;1.714100;0.118790;-0.179920;-0.061130;327.980193
WIWKUL;-1742.456864;-0.185271;2.040300;1.793220;0.091640;-0.163210;-0.071570;466.744631
DEJXAS;-1965.756751;-0.102107;3.601000;1.000930;0.188230;-0.207990;-0.019760;265.086459
CEFPUB;-3357.032480;-0.212501;8.906500;1.005760;0.149140;-0.207000;-0.057860;515.624413
ASATEU;-2132.291151;-0.217368;4.650700;1.435250;0.098160;-0.181750;-0.083590;516.618023
